cluster_id,size,jaccard_stability,n_runs
0,169,0.8764281272888184,50
1,66,0.9201573729515076,50
2,661,0.26380982995033264,50
3,53,0.49380093812942505,50
4,23,0.7931702136993408,50
5,154,0.37669092416763306,50
6,129,0.5114813446998596,50
7,303,0.35157299041748047,50
8,287,0.5380724668502808,50
9,257,0.465808629989624,50
