k,var_explained,sizes,frac_dominant,frac_no_majority,median_top_weight
5,0.3996127983413641,190 260 277 378 161,0.42812006319115326,0.5718799368088467,0.47086756568764554
6,0.4101894770652813,169 344 186 135 235 197,0.3380726698262243,0.6619273301737757,0.4324403408699776
7,0.4139713042904515,163 111 236 247 170 167 172,0.28751974723538704,0.7124802527646129,0.41667090962313846
8,0.4204879443953935,148 203 164 145 163 119 234 90,0.20774091627172195,0.792259083728278,0.3919957564794581
9,0.424189118116474,111 125 181 145 129 114 82 222 157,0.20063191153238547,0.7993680884676145,0.38148325558985474
10,0.41043483914560375,81 79 105 129 177 123 139 120 105 208,0.18325434439178515,0.8167456556082149,0.37161475105105873
11,0.38342316002287957,103 85 117 94 132 67 171 164 102 142 89,0.20537124802527645,0.7946287519747235,0.3719985319377891
12,0.34178012444511496,84 91 100 103 70 93 128 114 109 156 147 71,0.21800947867298578,0.7819905213270142,0.3696504856523623
13,0.3182440759977072,84 151 124 46 83 130 73 71 61 81 98 165 99,0.1674565560821485,0.8325434439178515,0.34198808633353406
14,0.27288162217565803,75 112 90 86 85 74 147 138 84 103 73 81 70 48,0.18641390205371247,0.8135860979462876,0.3544204321744908
15,0.19876136139276446,64 72 125 87 112 102 53 87 122 79 74 80 62 66 81,0.19510268562401265,0.8048973143759873,0.35134916599288146
16,0.14242885816657413,79 68 134 84 56 136 38 48 64 67 102 76 57 63 73 121,0.17851500789889416,0.8214849921011058,0.34721523427003165
17,0.022518203294499606,62 67 85 78 84 70 64 52 76 135 90 64 63 48 112 37 79,0.19194312796208532,0.8080568720379147,0.3416488480233024
18,0.024845216910561407,74 62 48 66 87 47 122 37 54 113 93 72 95 37 42 81 53 83,0.19194312796208532,0.8080568720379147,0.33997950582689684
19,-0.09073821666150272,54 110 57 47 65 57 36 48 77 74 51 118 41 76 72 51 83 80 69,0.21011058451816747,0.7898894154818326,0.3555024364203998
20,-0.1138379194579493,59 39 95 56 59 71 79 44 48 54 64 57 60 84 52 82 67 90 45 61,0.20221169036334913,0.7977883096366508,0.3509118657767373
21,-0.19865679027295702,44 57 56 46 21 67 54 48 48 102 81 81 72 36 60 72 69 81 77 40 54,0.19747235387045814,0.8025276461295419,0.35009597247786894
22,-0.2891566818713618,56 64 44 46 49 59 67 52 61 52 74 55 66 24 47 68 78 50 77 32 95 50,0.174565560821485,0.825434439178515,0.33691295586196157
23,-0.404954833618554,47 62 37 30 51 70 36 60 61 58 68 89 57 76 43 32 21 47 63 68 70 82 38,0.2037914691943128,0.7962085308056872,0.35161070178381537
24,-0.5334722826990834,70 40 35 50 83 34 54 36 43 70 30 64 50 46 47 57 37 48 62 81 79 36 80 34,0.18562401263823064,0.8143759873617693,0.3400823670690343
25,-0.542392375274247,30 75 77 42 70 37 57 63 60 60 61 56 78 47 55 37 47 45 27 40 42 35 28 61 36,0.18246445497630331,0.8175355450236966,0.3426925305141745
26,-0.6570450290167813,16 61 54 41 55 79 30 36 40 103 47 69 61 31 74 16 37 43 39 52 50 46 46 78 20 42,0.20537124802527645,0.7946287519747235,0.34653612331127337
27,-0.7465307493337887,11 40 55 81 47 24 50 19 28 36 63 46 43 75 45 31 56 52 58 33 25 86 52 63 72 44 31,0.179304897314376,0.8206951026856241,0.3369350575753258
28,-0.8471784336167161,37 24 29 75 44 60 73 48 32 41 51 44 37 48 35 47 21 76 67 32 56 12 43 71 39 43 38 43,0.19589257503949448,0.8041074249605056,0.33882754781930186
29,-0.9732830036513647,68 81 43 52 44 66 64 31 47 37 53 20 49 21 40 63 71 28 37 42 36 56 34 14 11 40 39 33 46,0.21011058451816747,0.7898894154818326,0.34637155346656534
30,-1.0203440896754241,46 38 69 44 68 33 80 65 22 28 41 19 47 16 54 46 32 39 49 60 59 33 26 26 36 35 50 41 34 30,0.19510268562401265,0.8048973143759873,0.33863048659365075
