k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac
5,0.5662439584732055,0.4896390438079834,0.7399915456771851,50,0.8
6,0.49882198373476666,0.3949985206127167,0.7402126789093018,50,0.8
7,0.5009738292012896,0.33857086300849915,0.7825260758399963,50,0.8
8,0.47179922461509705,0.269718736410141,0.7897334098815918,50,0.8
9,0.4524399869971805,0.26842784881591797,0.7667473554611206,50,0.8
10,0.45193755328655244,0.30093199014663696,0.808307409286499,50,0.8
11,0.43093093687837775,0.27598249912261963,0.8017386198043823,50,0.8
12,0.45864107832312584,0.24599884450435638,0.8912239074707031,50,0.8
